cleaned_path,original_path,source,class,label,md5,min_dim
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_1.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/1.jpg,datasets,Non_Conjunctivitis,0,eeb055ec537353933721121c05583411,183
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_10.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/10.jpg,datasets,Non_Conjunctivitis,0,95a0726f687318d0dd38e9d30b65c560,480
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_100.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/100.jpg,datasets,Non_Conjunctivitis,0,cd352f38fedbaae97e09bce2d093154f,666
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_101.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/101.jpg,datasets,Non_Conjunctivitis,0,8848e15fd0255bf9713121c37de4339b,1609
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_102.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/102.jpg,datasets,Non_Conjunctivitis,0,07c720241dd7e6b8c1cb1a5362566981,206
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_103.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/103.jpg,datasets,Non_Conjunctivitis,0,339db6e8c0fcdac1a63e7cf0973baad1,592
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_104.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/104.jpg,datasets,Non_Conjunctivitis,0,204e8606dc7f2862bcd06248918f2e5a,194
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_105.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/105.jpg,datasets,Non_Conjunctivitis,0,e40ce1167643bdd18e184adec53c7be3,480
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_106.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/106.jpg,datasets,Non_Conjunctivitis,0,4fa8b5a4e1b3941770801136c964063e,394
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_107.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/107.jpg,datasets,Non_Conjunctivitis,0,fa5c3dff37751de5e6033044bc1eb92c,587
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_108.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/108.jpg,datasets,Non_Conjunctivitis,0,8aea011024a61fe60cf3070e2c5af81b,279
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_109.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/109.jpg,datasets,Non_Conjunctivitis,0,6e33e0bff05ea4073d6b5e3b14a9eba8,957
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_11.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/11.jpg,datasets,Non_Conjunctivitis,0,53a1ee36fab5ddeffa259669c3197892,394
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_110.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/110.jpg,datasets,Non_Conjunctivitis,0,900dc0dca1bd8d0b0c4b4580aa44eb71,575
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_111.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/111.jpg,datasets,Non_Conjunctivitis,0,74f182de2a0d5acdd920e5b68312e8c6,1280
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_112.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/112.jpg,datasets,Non_Conjunctivitis,0,5dc38f51fdaf8ad221de7bcdd674003c,1078
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_113.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/113.jpg,datasets,Non_Conjunctivitis,0,8d0477b8286c1af00e80be668118625f,400
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_114.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/114.jpg,datasets,Non_Conjunctivitis,0,273a71b027504005f87ac91392554289,183
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_115.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/115.jpg,datasets,Non_Conjunctivitis,0,7aaedf575338e743113b0c95cf760b08,2549
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_116.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/116.jpg,datasets,Non_Conjunctivitis,0,207c2a7926f003bbbce6cf7bde5d267f,1177
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_117.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/117.jpg,datasets,Non_Conjunctivitis,0,10a4956c44b9ad2d6f6207c13f0b5651,407
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_118.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/118.jpg,datasets,Non_Conjunctivitis,0,9ee5dcbdeb4ade31a6d7204df64a504b,168
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_119.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/119.jpg,datasets,Non_Conjunctivitis,0,42dc048cf039d22cbb7eea1a9475188e,228
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_12.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/12.jpg,datasets,Non_Conjunctivitis,0,50b153fc32376102b272a3287088edea,587
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_120.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/120.jpg,datasets,Non_Conjunctivitis,0,5e6461fa88177c2b03bf5f2a61acff66,224
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_121.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/121.jpg,datasets,Non_Conjunctivitis,0,b182680477ace2235f78bb529b3faedb,232
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_122.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/122.jpg,datasets,Non_Conjunctivitis,0,c5fb0aa549114b248e6a23d6f9f6695e,667
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_124.jpg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/124.jpg,datasets,Non_Conjunctivitis,0,e65edf7a411c002e0f5dfcb02c5b5253,408
/kaggle/working/dataset_cleaned/Non_Conjunctivitis/datase_125.jpeg,/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/125.jpeg,datasets,Non_Conjunctivitis,0,180b731b8e9cc6d01397ca881377cef1,337
